1,1.0
2,0.25
3,0.11111111
4,0.0625
5,0.04
6,0.027777778
7,0.020408163
8,0.015625
9,0.012345679
10,0.01
11,0.008264462
12,0.0069444445
13,0.00591716
14,0.0051020407
15,0.0044444446
16,0.00390625
17,0.0034602077
18,0.0030864198
19,0.002770083
20,0.0025
21,0.0022675737
22,0.0020661156
23,0.0018903592
24,0.0017361111
25,0.0016
26,0.00147929
27,0.0013717421
28,0.0012755102
29,0.0011890606
30,0.0011111111
31,0.0010405828
32,9.765625E-4
33,9.1827364E-4
34,8.6505193E-4
35,8.1632653E-4
36,7.7160494E-4
37,7.304602E-4
38,6.9252076E-4
39,6.574622E-4
40,6.25E-4
41,5.94884E-4
42,5.6689343E-4
43,5.408329E-4
44,5.165289E-4
45,4.9382716E-4
46,4.725898E-4
47,4.5269352E-4
48,4.3402778E-4
49,4.1649313E-4
50,4.0E-4
51,3.844675E-4
52,3.698225E-4
53,3.5599858E-4
54,3.4293553E-4
55,3.305785E-4
56,3.1887754E-4
57,3.07787E-4
58,2.9726516E-4
59,2.8727378E-4
60,2.7777778E-4
61,2.6874497E-4
62,2.601457E-4
63,2.5195265E-4
64,2.4414062E-4
65,2.3668639E-4
66,2.2956841E-4
67,2.2276676E-4
68,2.1626298E-4
69,2.1003991E-4
70,2.0408163E-4
71,1.9837334E-4
72,1.9290124E-4
73,1.8765246E-4
74,1.8261505E-4
75,1.7777778E-4
76,1.7313019E-4
77,1.686625E-4
78,1.6436556E-4
79,1.6023073E-4
80,1.5625E-4
81,1.5241579E-4
82,1.48721E-4
83,1.4515895E-4
84,1.4172336E-4
85,1.384083E-4
86,1.3520822E-4
87,1.3211784E-4
88,1.2913223E-4
89,1.2624668E-4
90,1.2345679E-4
91,1.2075836E-4
92,1.1814745E-4
93,1.156203E-4
94,1.1317338E-4
95,1.10803325E-4
96,1.08506945E-4
97,1.0628122E-4
98,1.0412328E-4
99,1.02030404E-4
100,1.0E-4
101,9.80296E-5
102,9.611688E-5
103,9.4259594E-5
104,9.245562E-5
105,9.0702946E-5
106,8.8999645E-5
107,8.734387E-5
108,8.573388E-5
109,8.4168E-5
110,8.264463E-5
111,8.1162245E-5
112,7.9719386E-5
113,7.831467E-5
114,7.694675E-5
115,7.561436E-5
116,7.431629E-5
117,7.305136E-5
118,7.1818446E-5
119,7.061648E-5
120,6.9444446E-5
121,6.830134E-5
122,6.718624E-5
123,6.609822E-5
124,6.503642E-5
125,6.4E-5
126,6.298816E-5
127,6.200012E-5
128,6.1035156E-5
129,6.009254E-5
130,5.9171598E-5
131,5.8271664E-5
132,5.7392102E-5
133,5.653231E-5
134,5.569169E-5
135,5.4869684E-5
136,5.4065746E-5
137,5.3279342E-5
138,5.250998E-5
139,5.1757157E-5
140,5.1020408E-5
141,5.029928E-5
142,4.9593335E-5
143,4.8902148E-5
144,4.822531E-5
145,4.7562426E-5
146,4.6913116E-5
147,4.6277015E-5
148,4.5653764E-5
149,4.5043016E-5
150,4.4444445E-5
151,4.3857726E-5
152,4.3282547E-5
153,4.2718613E-5
154,4.2165626E-5
155,4.162331E-5
156,4.109139E-5
157,4.0569597E-5
158,4.0057683E-5
159,3.9555398E-5
160,3.90625E-5
161,3.8578757E-5
162,3.8103946E-5
163,3.763785E-5
164,3.718025E-5
165,3.6730948E-5
166,3.6289737E-5
167,3.5856432E-5
168,3.543084E-5
169,3.501278E-5
170,3.4602075E-5
171,3.4198558E-5
172,3.3802055E-5
173,3.341241E-5
174,3.302946E-5
175,3.265306E-5
176,3.2283056E-5
177,3.191931E-5
178,3.156167E-5
179,3.1210013E-5
180,3.0864197E-5
181,3.0524097E-5
182,3.018959E-5
183,2.9860552E-5
184,2.9536863E-5
185,2.9218407E-5
186,2.8905075E-5
187,2.8596756E-5
188,2.8293345E-5
189,2.7994736E-5
190,2.7700831E-5
191,2.741153E-5
192,2.7126736E-5
193,2.684636E-5
194,2.6570306E-5
195,2.6298489E-5
196,2.603082E-5
197,2.5767218E-5
198,2.5507601E-5
199,2.5251888E-5
200,2.5E-5
201,2.4751862E-5
202,2.45074E-5
203,2.4266543E-5
204,2.402922E-5
205,2.3795359E-5
206,2.3564899E-5
207,2.3337767E-5
208,2.3113906E-5
209,2.289325E-5
210,2.2675737E-5
211,2.246131E-5
212,2.2249911E-5
213,2.2041482E-5
214,2.1835967E-5
215,2.1633316E-5
216,2.143347E-5
217,2.1236383E-5
218,2.1042E-5
219,2.0850273E-5
220,2.0661157E-5
221,2.0474601E-5
222,2.0290561E-5
223,2.0108992E-5
224,1.9929847E-5
225,1.9753086E-5
226,1.9578667E-5
227,1.9406547E-5
228,1.9236688E-5
229,1.906905E-5
230,1.890359E-5
231,1.8740278E-5
232,1.8579072E-5
233,1.8419938E-5
234,1.826284E-5
235,1.8107741E-5
236,1.7954611E-5
237,1.7803415E-5
238,1.765412E-5
239,1.7506696E-5
240,1.7361112E-5
241,1.7217335E-5
242,1.7075336E-5
243,1.6935088E-5
244,1.679656E-5
245,1.6659726E-5
246,1.6524555E-5
247,1.6391024E-5
248,1.6259106E-5
249,1.6128772E-5
250,1.6E-5
251,1.5872763E-5
252,1.574704E-5
253,1.5622803E-5
254,1.550003E-5
255,1.53787E-5
256,1.5258789E-5
257,1.5140275E-5
258,1.5023135E-5
259,1.4907351E-5
260,1.47928995E-5
261,1.4679761E-5
262,1.4567916E-5
263,1.4457343E-5
264,1.4348026E-5
265,1.4239943E-5
266,1.41330775E-5
267,1.402741E-5
268,1.3922922E-5
269,1.3819599E-5
270,1.3717421E-5
271,1.3616373E-5
272,1.3516436E-5
273,1.3417596E-5
274,1.33198355E-5
275,1.3223141E-5
276,1.3127495E-5
277,1.3032882E-5
278,1.2939289E-5
279,1.28467E-5
280,1.2755102E-5
281,1.266448E-5
282,1.257482E-5
283,1.2486109E-5
284,1.2398334E-5
285,1.23114805E-5
286,1.2225537E-5
287,1.214049E-5
288,1.2056327E-5
289,1.1973037E-5
290,1.1890606E-5
291,1.1809025E-5
292,1.1728279E-5
293,1.164836E-5
294,1.1569254E-5
295,1.1490951E-5
296,1.1413441E-5
297,1.1336711E-5
298,1.1260754E-5
299,1.1185557E-5
